(0.39869061799981864, '')
(0.24092985300012515, '')
(0.46210598399920855, '')
(0.34043369500068366, ' riparabile ')
(0.4602917869997327, '')
(0.2857515159994364, '')
(0.1821221969985345, ' hoè ')
(0.3111870570028259, '')
(0.21876800799873308, '')
(0.3118732139992062, '')
(0.3937067959996057, '')
(0.5390761079979711, '')
(0.33794761399985873, '')
(0.33709578100024373, '')
(0.4182613110024249, '')
(0.4640867630005232, '')
(0.26225943800091045, '')
(0.3435279829973297, '')
(0.3372314340012963, '')
(0.3906912829988869, '')
(0.41614408700115746, '')
(0.4154052360026981, '')
(0.36602143200070714, '')
(0.39362879499822157, '')
(0.23883463400125038, '')
(0.39387024299867335, '')
(0.1787736420010333, '')
(0.26219522199971834, '')
(0.3921762669997406, '')
(0.3392021700019541, '')
(0.2880124670009536, '')
(0.36542234199805534, '')
(0.36513168800229323, '')
(0.39104714300265186, '')
(0.3086807539984875, '')
(0.3123413659996004, '')
(0.31212831499942695, '')
(0.33796890300072846, '')
(0.2852105450001545, '')
(0.24025460600023507, '')
(0.28591631400195183, '')
(0.3637794370006304, '')
(0.21853517300041858, '')
(0.2615429059987946, '')
(0.3117755640014366, '')
(0.46074925100037945, '')
(0.4432729889995244, '')
(0.3669275810025283, '')
(0.3116358340012084, '')
(0.3409885530018073, '')
(0.4427826120008831, '')
(0.39380191700183786, '')
(0.19950140099899727, '')
(0.2009036700001161, '')
(0.36823890599771403, ' perlustrato ')
(0.41981690600005095, '')
(0.2618349719996331, '')
(0.3389897380002367, '')
(0.2638565599991125, '')
(0.29141355699903215, '')
(0.39850577900142525, '')
(0.36783420400024625, '')
(0.4200015429996711, '')
(0.3658931030004169, '')
(0.33617139799753204, '')
(0.22271520299909753, '')
(0.23773992600035854, '')
(0.30963916199834784, '')
(0.46250177799811354, '')
(0.266103314999782, '')
(0.288428212999861, '')
(0.28519339299964486, '')
(0.3667097889992874, '')
(0.3368283780000638, '')
(0.2844502760017349, '')
(0.3369959060000838, '')
(0.31224940799802425, '')
(0.47614410299865995, '')
(0.4157839170002262, '')
(0.23847968300106004, '')
(0.21974340399901848, '')
(0.283453535001172, '')
(0.3368884129995422, '')
(0.15789889700317872, '')
(0.3899910260006436, '')
(0.3150252899977204, '')
(0.28741986000022735, '')
(0.31140699200113886, '')
(0.30987850899691693, '')
(0.36446541500117746, '')
(0.33807976200114354, '')
(0.41611678000117536, '')
(0.31109099199966295, '')
(0.309236551001959, '')
(0.28615978800007724, '')
(0.3400644579996879, '')
(0.31232583100063493, '')
(0.31136054300077376, '')
(0.5341795250024006, '')
(0.4368527869992249, '')
