(0.34406207899883157, '')
(0.20756479799820227, '')
(0.4118932620003761, '')
(0.2944765970023582, ' riparabile ')
(0.413975005998509, '')
(0.24642860400126665, '')
(0.15214524399925722, ' hoè ')
(0.26453723599843215, '')
(0.19001465499968617, '')
(0.26788258099986706, '')
(0.33975848800037056, '')
(0.4863538809986494, '')
(0.29080334800164565, '')
(0.2897852159985632, '')
(0.36297726100019645, '')
(0.41691809099938837, ' immagazzinabile ')
(0.22771344399734517, '')
(0.28972412300208816, '')
(0.28918767900177045, '')
(0.33820830799959367, '')
(0.3696482310006104, ' controvertere ')
(0.3651648560007743, '')
(0.31542739200085634, '')
(0.3411577959996066, '')
(0.20786869499715976, '')
(0.3413138039977639, '')
(0.1540190720006649, '')
(0.23092565800106968, '')
(0.34097400099926745, '')
(0.2905066769999394, '')
(0.24730357199950959, '')
(0.3157723229996918, '')
(0.3190017140004784, ' neoclassico ')
(0.3382711449994531, '')
(0.26691104999918025, '')
(0.2697157859984145, '')
(0.26576431400098954, '')
(0.2883066089998465, '')
(0.24810810300186859, '')
(0.20711358900007326, '')
(0.24679531699803192, '')
(0.3123760290000064, '')
(0.1898056700010784, '')
(0.22654542600139393, '')
(0.26855372700083535, '')
(0.41435449500204413, '')
(0.3909805340008461, '')
(0.3144778319983743, '')
(0.2684111609996762, '')
(0.28990107199933846, ' stracuocia ')
(0.39501449700037483, '')
(0.3393055450032989, '')
(0.17130141199959326, '')
(0.1718529630015837, '')
(0.3207067880030081, ' perlustrato ')
(0.3675506760009739, '')
(0.22561769299863954, '')
(0.2909766490010952, '')
(0.22649701300179004, '')
(0.24667073000091477, '')
(0.33856428199942457, ' portainnesto ')
(0.3156263620003301, '')
(0.3653019810008118, '')
(0.31244536400117795, '')
(0.28837232300065807, '')
(0.19063597999775084, '')
(0.20822536299965577, '')
(0.2667631629992684, ' gestore ')
(0.41866716900040046, ' intersettoriale ')
(0.23003106500254944, '')
(0.24745410700052162, '')
(0.2488613390014507, '')
(0.3133196249982575, '')
(0.28868691900061094, '')
(0.24809094100055518, '')
(0.29146936100005405, '')
(0.26746563999768114, '')
(0.4377376810007263, '')
(0.3674023909989046, '')
(0.2058520270002191, '')
(0.18974676099969656, '')
(0.24633292099679238, '')
(0.28871621700091055, '')
(0.1330668330010667, '')
(0.33996172600018326, '')
(0.26834564599994337, ' fiutabile ')
(0.24784346299929894, '')
(0.2670290770001884, '')
(0.2674446609998995, '')
(0.31114134800009197, '')
(0.29042651900090277, '')
(0.36506616800033953, ' accentratrice ')
(0.2664522059967567, '')
(0.26578472499750205, '')
(0.2451801989991509, '')
(0.291725678001967, ' prestato ')
(0.26799866299916175, '')
(0.26825648700105376, '')
(0.49027630500131636, '')
(0.396153054000024, ' rielaborazione ')
